id_venta,fecha,id_cliente,id_producto,id_agente,zona,cantidad,precio_unitario,descuento_pct,monto_total,tipo_pago,estado
VT002597,2023-08-31,CL0427,PR030,AG002,AMBA,10,4228.92,0.1,42289.23,Cheque,Completada
VT002598,2024-01-30,CL0321,PR025,AG001,AMBA,1,29151.47,0.0,29151.47,Transferencia,Completada
VT002599,2023-09-11,CL0405,PR005,AG011,Patagonia,2,25970.35,0.0,51940.69,Tarjeta de crédito,Completada
VT002600,2023-05-05,CL0177,PR018,AG009,NOA,3,2845.14,0.0,8535.41,Transferencia,Completada
VT002601,2024-05-14,CL0105,PR027,AG003,AMBA,2,8713.44,0.0,17426.87,Transferencia,Completada
VT002602,2023-02-27,CL0458,PR020,AG007,Centro,3,5988.57,0.0,17965.7,Transferencia,Completada
VT002603,2024-08-09,CL0368,PR005,AG001,AMBA,1,25130.86,0.0,25130.86,Tarjeta de crédito,Completada
VT002604,2023-10-06,CL0051,PR007,AG005,Centro,2,36254.53,0.0,72509.05,Transferencia,Completada
VT002605,2023-01-02,CL0436,PR028,AG001,AMBA,10,10592.11,0.1,105921.07,Cheque,Completada
VT002606,2024-02-12,CL0176,PR019,AG004,AMBA,20,3882.28,0.15,77645.52,Transferencia,Completada
VT002607,2023-02-17,CL0150,PR025,AG001,AMBA,1,26719.23,0.0,26719.23,Transferencia,Completada
VT002608,2023-09-05,CL0314,PR016,AG005,Centro,20,7296.54,0.15,145930.8,Tarjeta de crédito,Completada
VT002609,2024-07-08,CL0286,PR019,AG004,AMBA,2,4496.01,0.0,8992.01,Tarjeta de crédito,Completada
VT002610,2023-03-06,CL0271,PR030,AG004,AMBA,3,4703.11,0.0,14109.34,Transferencia,Completada
VT002611,2024-10-11,CL0126,PR014,AG001,AMBA,1,74885.01,0.0,74885.01,Transferencia,Completada
VT002612,2023-01-04,CL0478,PR024,AG003,AMBA,2,44509.1,0.0,89018.2,Transferencia,Completada
VT002613,2023-08-09,CL0476,PR007,AG009,NOA,1,35939.4,0.0,35939.4,Transferencia,Completada
VT002614,2024-08-02,CL0003,PR005,AG003,AMBA,3,23864.32,0.0,71592.95,Cheque,Completada
VT002615,2023-10-05,CL0171,PR027,AG008,NOA,10,7602.47,0.1,76024.65,Efectivo,Completada
VT002616,2023-04-10,CL0030,PR028,AG003,AMBA,2,11447.02,0.0,22894.03,Transferencia,Completada
VT002617,2023-11-03,CL0426,PR023,AG004,AMBA,1,117994.44,0.0,117994.44,Transferencia,Completada
VT002618,2023-08-30,CL0446,PR006,AG006,Centro,1,11626.55,0.0,11626.55,Efectivo,Completada
VT002619,2024-10-15,CL0258,PR009,AG014,Cuyo,2,325979.55,0.0,651959.09,Tarjeta de crédito,Completada
VT002620,2023-10-04,CL0423,PR029,AG001,AMBA,5,3213.7,0.05,16068.49,Tarjeta de crédito,Completada
VT002621,2024-09-09,CL0353,PR011,AG001,AMBA,1,119623.08,0.0,119623.08,Cheque,Completada
VT002622,2024-11-11,CL0252,PR027,AG006,Centro,2,8735.22,0.0,17470.45,Transferencia,Completada
VT002623,2023-12-15,CL0181,PR011,AG014,Cuyo,2,125174.16,0.0,250348.33,Transferencia,Completada
VT002624,2024-11-20,CL0133,PR029,AG015,AMBA,1,3452.29,0.0,3452.29,Transferencia,Completada
VT002625,2023-11-15,CL0128,PR029,AG005,Centro,3,3369.06,0.0,10107.18,Cheque,Anulada
VT002626,2024-12-16,CL0282,PR002,AG005,Centro,1,267125.67,0.0,267125.67,Tarjeta de crédito,Completada
VT002627,2023-03-29,CL0086,PR026,AG007,Centro,5,19933.26,0.05,99666.28,Tarjeta de crédito,Completada
VT002628,2024-06-24,CL0088,PR006,AG006,Centro,2,11478.03,0.0,22956.06,Transferencia,Completada
VT002629,2024-01-26,CL0007,PR008,AG007,Centro,1,144830.78,0.0,144830.78,Tarjeta de crédito,Completada
VT002630,2023-11-21,CL0311,PR018,AG012,Patagonia,1,2861.94,0.0,2861.94,Transferencia,Completada
VT002631,2024-05-15,CL0497,PR020,AG009,NOA,5,5836.34,0.05,29181.72,Tarjeta de crédito,Completada
VT002632,2024-07-05,CL0446,PR013,AG005,Centro,1,367177.51,0.0,367177.51,Transferencia,Completada
VT002633,2023-01-05,CL0354,PR020,AG004,AMBA,2,5847.17,0.0,11694.34,Efectivo,Completada
VT002634,2023-06-02,CL0393,PR006,AG007,Centro,3,12572.73,0.0,37718.2,Tarjeta de crédito,Completada
VT002635,2024-07-12,CL0206,PR001,AG004,AMBA,1,436906.76,0.0,436906.76,Tarjeta de crédito,Completada
VT002636,2024-06-10,CL0150,PR020,AG004,AMBA,2,6012.53,0.0,12025.06,Efectivo,Completada
VT002637,2024-12-17,CL0184,PR019,AG001,AMBA,5,4094.36,0.05,20471.81,Transferencia,Completada
VT002638,2024-08-19,CL0046,PR024,AG002,AMBA,1,43214.0,0.0,43214.0,Transferencia,Completada
VT002639,2024-12-10,CL0318,PR022,AG005,Centro,2,250802.96,0.0,501605.91,Cheque,Completada
VT002640,2024-07-04,CL0088,PR029,AG010,NEA,20,3050.26,0.15,61005.24,Transferencia,Completada
VT002641,2023-09-22,CL0381,PR018,AG003,AMBA,3,2699.53,0.0,8098.59,Transferencia,Completada
VT002642,2023-04-12,CL0094,PR001,AG005,Centro,1,432650.01,0.0,432650.01,Cheque,Completada
VT002643,2024-09-04,CL0115,PR022,AG003,AMBA,3,243251.69,0.0,729755.08,Transferencia,Completada
VT002644,2024-05-23,CL0478,PR024,AG001,AMBA,2,44117.56,0.0,88235.12,Tarjeta de crédito,Completada
VT002645,2023-02-20,CL0060,PR019,AG014,Cuyo,2,4411.91,0.0,8823.81,Tarjeta de crédito,Completada
VT002646,2023-11-03,CL0252,PR024,AG011,Patagonia,2,45113.47,0.0,90226.94,Transferencia,Completada
VT002647,2024-12-12,CL0041,PR013,AG001,AMBA,1,337297.07,0.0,337297.07,Transferencia,Completada
VT002648,2024-02-01,CL0051,PR006,AG008,NOA,1,11806.25,0.0,11806.25,Tarjeta de crédito,Completada
VT002649,2023-12-14,CL0318,PR023,AG003,AMBA,2,120867.04,0.0,241734.08,Tarjeta de crédito,Completada
VT002650,2023-12-27,CL0317,PR009,AG015,AMBA,1,304906.98,0.0,304906.98,Transferencia,Completada
VT002651,2023-07-06,CL0096,PR017,AG003,AMBA,1,3264.13,0.0,3264.13,Tarjeta de crédito,Completada
VT002652,2023-11-09,CL0439,PR018,AG002,AMBA,10,2591.2,0.1,25912.0,Transferencia,Completada
VT002653,2023-11-09,CL0352,PR018,AG006,Centro,5,2596.42,0.05,12982.08,Transferencia,Completada
VT002654,2023-02-23,CL0152,PR020,AG011,Patagonia,20,4889.07,0.15,97781.37,Transferencia,Anulada
VT002655,2024-08-23,CL0121,PR002,AG002,AMBA,2,268710.88,0.0,537421.77,Transferencia,Anulada
VT002656,2023-12-06,CL0377,PR030,AG008,NOA,2,4497.94,0.0,8995.87,Tarjeta de crédito,Completada
VT002657,2024-10-02,CL0367,PR026,AG001,AMBA,1,21767.18,0.0,21767.18,Transferencia,Completada
VT002658,2024-10-18,CL0079,PR017,AG013,Cuyo,3,3247.1,0.0,9741.29,Cheque,Completada
VT002659,2023-07-10,CL0176,PR007,AG001,AMBA,2,33566.73,0.0,67133.47,Tarjeta de crédito,Completada
VT002660,2024-06-03,CL0108,PR003,AG013,Cuyo,1,184966.04,0.0,184966.04,Tarjeta de crédito,Completada
VT002661,2024-01-08,CL0149,PR024,AG005,Centro,1,45155.87,0.0,45155.87,Cheque,Anulada
VT002662,2024-11-05,CL0146,PR013,AG004,AMBA,5,330429.91,0.05,1652149.53,Tarjeta de crédito,Completada
VT002663,2023-07-13,CL0485,PR009,AG015,AMBA,1,325780.52,0.0,325780.52,Tarjeta de crédito,Completada
VT002664,2024-06-17,CL0375,PR016,AG015,AMBA,10,7651.81,0.1,76518.06,Transferencia,Completada
VT002665,2024-04-29,CL0391,PR020,AG007,Centro,5,5707.94,0.05,28539.7,Transferencia,Completada
VT002666,2023-09-20,CL0139,PR024,AG001,AMBA,1,42904.25,0.0,42904.25,Transferencia,Completada
VT002667,2023-05-09,CL0001,PR022,AG005,Centro,1,249494.19,0.0,249494.19,Tarjeta de crédito,Completada
VT002668,2024-05-29,CL0038,PR028,AG005,Centro,3,12411.46,0.0,37234.38,Transferencia,Completada
VT002669,2024-08-01,CL0277,PR008,AG005,Centro,1,143251.91,0.0,143251.91,Tarjeta de crédito,Completada
VT002670,2023-10-05,CL0144,PR022,AG006,Centro,1,254452.32,0.0,254452.32,Transferencia,Completada
VT002671,2024-05-24,CL0096,PR004,AG001,AMBA,1,96256.09,0.0,96256.09,Transferencia,Completada
VT002672,2023-11-24,CL0032,PR019,AG008,NOA,2,4507.36,0.0,9014.72,Efectivo,Completada
VT002673,2024-07-12,CL0441,PR020,AG008,NOA,5,5804.81,0.05,29024.05,Efectivo,Completada
VT002674,2023-06-28,CL0304,PR008,AG001,AMBA,1,144052.51,0.0,144052.51,Transferencia,Completada
VT002675,2024-11-11,CL0061,PR016,AG006,Centro,10,7670.05,0.1,76700.46,Transferencia,Completada
VT002676,2023-09-13,CL0382,PR027,AG006,Centro,10,7603.11,0.1,76031.06,Tarjeta de crédito,Completada
VT002677,2023-11-09,CL0377,PR006,AG008,NOA,1,11768.9,0.0,11768.9,Tarjeta de crédito,Completada
VT002678,2023-03-01,CL0147,PR017,AG001,AMBA,3,3236.55,0.0,9709.65,Tarjeta de crédito,Completada
VT002679,2023-04-18,CL0093,PR029,AG007,Centro,5,3239.43,0.05,16197.14,Cheque,Completada
VT002680,2024-02-15,CL0406,PR018,AG003,AMBA,2,2716.74,0.0,5433.49,Cheque,Completada
VT002681,2023-08-28,CL0167,PR026,AG005,Centro,10,19134.62,0.1,191346.19,Efectivo,Completada
VT002682,2024-10-10,CL0425,PR027,AG009,NOA,2,8487.99,0.0,16975.97,Transferencia,Completada
VT002683,2023-01-16,CL0029,PR008,AG008,NOA,1,155371.28,0.0,155371.28,Tarjeta de crédito,Completada
VT002684,2023-11-15,CL0252,PR008,AG001,AMBA,1,144120.2,0.0,144120.2,Transferencia,Completada
VT002685,2023-10-20,CL0091,PR026,AG006,Centro,2,21809.04,0.0,43618.09,Cheque,Completada
VT002686,2023-01-20,CL0334,PR026,AG014,Cuyo,3,21762.18,0.0,65286.55,Transferencia,Completada
VT002687,2023-04-28,CL0498,PR003,AG002,AMBA,2,186060.03,0.0,372120.06,Transferencia,Completada
VT002688,2023-12-05,CL0204,PR013,AG011,Patagonia,3,358934.82,0.0,1076804.47,Efectivo,Completada
VT002689,2024-01-25,CL0057,PR016,AG008,NOA,1,8201.98,0.0,8201.98,Efectivo,Completada
VT002690,2023-11-30,CL0163,PR028,AG009,NOA,5,11508.12,0.05,57540.61,Transferencia,Completada
VT002691,2024-02-29,CL0447,PR017,AG003,AMBA,5,3105.95,0.05,15529.74,Cheque,Completada
VT002692,2024-04-18,CL0382,PR029,AG003,AMBA,10,3192.57,0.1,31925.7,Cheque,Completada
VT002693,2023-01-11,CL0117,PR030,AG013,Cuyo,2,4312.36,0.0,8624.71,Transferencia,Completada
VT002694,2024-01-01,CL0477,PR027,AG003,AMBA,3,8678.37,0.0,26035.12,Transferencia,Completada
VT002695,2024-12-16,CL0314,PR023,AG001,AMBA,1,115440.95,0.0,115440.95,Transferencia,Completada
VT002696,2024-02-19,CL0086,PR016,AG006,Centro,20,7166.39,0.15,143327.73,Transferencia,Completada
VT002697,2024-06-17,CL0287,PR003,AG001,AMBA,1,173962.01,0.0,173962.01,Transferencia,Completada
VT002698,2023-10-03,CL0223,PR020,AG010,NEA,10,5572.59,0.1,55725.86,Tarjeta de crédito,Completada
VT002699,2024-08-28,CL0410,PR016,AG007,Centro,5,8113.1,0.05,40565.51,Tarjeta de crédito,Completada
VT002700,2024-08-28,CL0173,PR015,AG012,Patagonia,5,87797.62,0.05,438988.08,Transferencia,Completada
VT002701,2024-02-21,CL0440,PR024,AG010,NEA,1,42860.99,0.0,42860.99,Transferencia,Completada
VT002702,2024-12-20,CL0405,PR018,AG001,AMBA,3,2767.58,0.0,8302.74,Tarjeta de crédito,Completada
VT002703,2023-04-28,CL0336,PR026,AG004,AMBA,10,19519.3,0.1,195193.0,Transferencia,Completada
VT002704,2023-01-18,CL0127,PR016,AG009,NOA,10,7853.94,0.1,78539.44,Transferencia,Completada
VT002705,2024-08-26,CL0484,PR006,AG004,AMBA,1,12555.26,0.0,12555.26,Tarjeta de crédito,Completada
VT002706,2024-09-20,CL0274,PR018,AG015,AMBA,5,2685.68,0.05,13428.41,Cheque,Completada
VT002707,2023-04-25,CL0455,PR030,AG009,NOA,1,4589.64,0.0,4589.64,Transferencia,Completada
VT002708,2023-08-25,CL0108,PR027,AG001,AMBA,1,8232.57,0.0,8232.57,Tarjeta de crédito,Completada
VT002709,2023-01-18,CL0490,PR008,AG012,Patagonia,1,148173.09,0.0,148173.09,Tarjeta de crédito,Completada
VT002710,2023-09-19,CL0408,PR016,AG001,AMBA,5,8242.46,0.05,41212.3,Efectivo,Completada
VT002711,2024-08-28,CL0476,PR029,AG001,AMBA,1,3604.46,0.0,3604.46,Tarjeta de crédito,Completada
VT002712,2024-02-16,CL0107,PR005,AG008,NOA,1,23831.58,0.0,23831.58,Transferencia,Completada
VT002713,2023-10-27,CL0212,PR009,AG011,Patagonia,1,329125.94,0.0,329125.94,Transferencia,Completada
VT002714,2023-11-10,CL0055,PR010,AG005,Centro,2,17439.03,0.0,34878.06,Cheque,Completada
VT002715,2023-01-02,CL0074,PR020,AG003,AMBA,1,5877.12,0.0,5877.12,Tarjeta de crédito,Completada
VT002716,2023-09-25,CL0143,PR017,AG003,AMBA,5,3173.27,0.05,15866.35,Transferencia,Completada
VT002717,2024-05-24,CL0476,PR003,AG003,AMBA,1,172639.87,0.0,172639.87,Tarjeta de crédito,Completada
VT002718,2024-12-19,CL0332,PR022,AG003,AMBA,1,262469.78,0.0,262469.78,Transferencia,Completada
VT002719,2024-10-17,CL0161,PR004,AG002,AMBA,3,99685.5,0.0,299056.51,Cheque,Completada
VT002720,2023-01-25,CL0477,PR020,AG006,Centro,5,5657.87,0.05,28289.35,Efectivo,Completada
VT002721,2024-11-14,CL0371,PR018,AG012,Patagonia,10,2619.59,0.1,26195.85,Efectivo,Completada
VT002722,2024-09-04,CL0454,PR018,AG003,AMBA,1,2877.11,0.0,2877.11,Tarjeta de crédito,Completada
VT002723,2024-09-03,CL0465,PR003,AG002,AMBA,3,187173.35,0.0,561520.06,Tarjeta de crédito,Completada
VT002724,2023-12-28,CL0375,PR022,AG011,Patagonia,2,250933.96,0.0,501867.92,Transferencia,Completada
VT002725,2023-11-27,CL0120,PR017,AG009,NOA,5,3044.91,0.05,15224.56,Transferencia,Completada
VT002726,2023-09-26,CL0498,PR017,AG013,Cuyo,2,3122.86,0.0,6245.72,Transferencia,Completada
VT002727,2023-03-08,CL0165,PR020,AG002,AMBA,3,5973.57,0.0,17920.72,Tarjeta de crédito,Completada
VT002728,2023-07-25,CL0334,PR020,AG001,AMBA,3,5856.42,0.0,17569.25,Efectivo,Completada
VT002729,2023-08-09,CL0424,PR001,AG005,Centro,1,457293.35,0.0,457293.35,Efectivo,Anulada
VT002730,2024-01-18,CL0088,PR005,AG006,Centro,2,25224.97,0.0,50449.94,Efectivo,Completada
VT002731,2024-08-08,CL0308,PR009,AG005,Centro,2,309420.33,0.0,618840.66,Transferencia,Completada
VT002732,2024-01-09,CL0188,PR024,AG006,Centro,1,43558.38,0.0,43558.38,Transferencia,Completada
VT002733,2023-03-01,CL0120,PR020,AG002,AMBA,10,5430.32,0.1,54303.21,Cheque,Completada
VT002734,2024-12-12,CL0008,PR026,AG005,Centro,3,22576.75,0.0,67730.25,Transferencia,Completada
VT002735,2024-12-05,CL0439,PR026,AG007,Centro,1,20913.66,0.0,20913.66,Transferencia,Completada
VT002736,2024-09-05,CL0073,PR028,AG004,AMBA,2,11698.67,0.0,23397.35,Transferencia,Completada
VT002737,2024-12-27,CL0442,PR016,AG008,NOA,2,8902.53,0.0,17805.07,Transferencia,Anulada
VT002738,2024-03-11,CL0304,PR015,AG004,AMBA,2,95846.56,0.0,191693.13,Transferencia,Completada
VT002739,2024-12-16,CL0314,PR028,AG003,AMBA,5,11283.41,0.05,56417.04,Cheque,Completada
VT002740,2023-03-16,CL0415,PR009,AG003,AMBA,3,335144.37,0.0,1005433.1,Cheque,Completada
VT002741,2023-11-08,CL0255,PR018,AG004,AMBA,5,2583.31,0.05,12916.55,Tarjeta de crédito,Completada
VT002742,2023-07-21,CL0178,PR007,AG001,AMBA,2,33603.22,0.0,67206.44,Transferencia,Completada
VT002743,2023-06-26,CL0075,PR029,AG007,Centro,5,3310.77,0.05,16553.87,Transferencia,Completada
VT002744,2023-05-11,CL0287,PR017,AG011,Patagonia,1,3329.25,0.0,3329.25,Efectivo,Completada
VT002745,2024-05-08,CL0277,PR008,AG003,AMBA,3,156110.92,0.0,468332.75,Tarjeta de crédito,Completada
VT002746,2024-09-03,CL0149,PR024,AG001,AMBA,1,44248.42,0.0,44248.42,Efectivo,Completada
VT002747,2024-04-05,CL0304,PR009,AG015,AMBA,3,307405.57,0.0,922216.7,Cheque,Completada
VT002748,2023-05-17,CL0215,PR030,AG002,AMBA,3,4493.49,0.0,13480.46,Transferencia,Completada
VT002749,2024-09-25,CL0403,PR016,AG001,AMBA,2,8828.59,0.0,17657.18,Transferencia,Completada
VT002750,2024-05-17,CL0281,PR023,AG003,AMBA,1,121112.48,0.0,121112.48,Transferencia,Completada
VT002751,2023-11-21,CL0468,PR015,AG009,NOA,1,94220.82,0.0,94220.82,Transferencia,Completada
VT002752,2024-06-13,CL0258,PR027,AG003,AMBA,2,8605.97,0.0,17211.94,Tarjeta de crédito,Completada
VT002753,2023-08-22,CL0446,PR029,AG006,Centro,20,3074.23,0.15,61484.58,Tarjeta de crédito,Completada
VT002754,2023-10-26,CL0259,PR027,AG004,AMBA,5,8282.03,0.05,41410.14,Transferencia,Completada
VT002755,2024-11-25,CL0280,PR028,AG001,AMBA,10,10770.35,0.1,107703.51,Transferencia,Completada
VT002756,2023-09-15,CL0183,PR004,AG003,AMBA,1,98757.09,0.0,98757.09,Transferencia,Completada
VT002757,2024-01-05,CL0199,PR029,AG008,NOA,5,3203.98,0.05,16019.89,Transferencia,Completada
VT002758,2024-11-11,CL0468,PR021,AG006,Centro,2,171408.71,0.0,342817.43,Cheque,Completada
VT002759,2024-07-09,CL0112,PR028,AG001,AMBA,10,11111.36,0.1,111113.63,Transferencia,Anulada
VT002760,2023-03-06,CL0066,PR024,AG002,AMBA,2,42856.17,0.0,85712.33,Tarjeta de crédito,Completada
VT002761,2023-05-17,CL0416,PR008,AG007,Centro,3,151711.98,0.0,455135.94,Transferencia,Completada
VT002762,2023-01-09,CL0290,PR021,AG010,NEA,2,181198.06,0.0,362396.13,Transferencia,Completada
VT002763,2024-05-15,CL0143,PR004,AG003,AMBA,1,93063.41,0.0,93063.41,Tarjeta de crédito,Completada
VT002764,2023-12-22,CL0213,PR025,AG006,Centro,1,28119.04,0.0,28119.04,Transferencia,Completada
VT002765,2023-05-08,CL0263,PR017,AG002,AMBA,1,3221.61,0.0,3221.61,Tarjeta de crédito,Completada
VT002766,2024-12-12,CL0300,PR006,AG003,AMBA,1,11930.5,0.0,11930.5,Transferencia,Completada
VT002767,2024-02-28,CL0411,PR030,AG001,AMBA,2,4469.72,0.0,8939.44,Efectivo,Completada
VT002768,2023-08-04,CL0196,PR029,AG009,NOA,10,3136.79,0.1,31367.85,Efectivo,Completada
VT002769,2024-02-01,CL0337,PR029,AG004,AMBA,2,3545.42,0.0,7090.83,Tarjeta de crédito,Completada
VT002770,2024-06-18,CL0420,PR027,AG010,NEA,5,7744.42,0.05,38722.11,Tarjeta de crédito,Completada
VT002771,2023-03-17,CL0424,PR024,AG008,NOA,1,44974.82,0.0,44974.82,Cheque,Completada
VT002772,2023-09-04,CL0126,PR023,AG011,Patagonia,1,117839.48,0.0,117839.48,Transferencia,Completada
VT002773,2024-09-20,CL0177,PR004,AG003,AMBA,1,93007.98,0.0,93007.98,Cheque,Completada
VT002774,2023-12-28,CL0301,PR029,AG002,AMBA,2,3595.77,0.0,7191.54,Transferencia,Completada
VT002775,2024-03-13,CL0445,PR028,AG015,AMBA,3,12447.43,0.0,37342.28,Cheque,Completada
VT002776,2023-12-14,CL0396,PR026,AG008,NOA,10,20635.71,0.1,206357.13,Transferencia,Completada
VT002777,2023-02-15,CL0294,PR029,AG011,Patagonia,2,3490.51,0.0,6981.02,Tarjeta de crédito,Completada
VT002778,2023-06-01,CL0490,PR019,AG001,AMBA,3,4658.49,0.0,13975.46,Cheque,Completada
VT002779,2023-12-21,CL0215,PR017,AG003,AMBA,3,3120.87,0.0,9362.61,Tarjeta de crédito,Completada
VT002780,2023-07-06,CL0424,PR030,AG009,NOA,3,4294.93,0.0,12884.78,Tarjeta de crédito,Completada
VT002781,2023-02-21,CL0409,PR018,AG001,AMBA,10,2536.63,0.1,25366.32,Transferencia,Completada
VT002782,2024-10-15,CL0455,PR022,AG006,Centro,1,242523.48,0.0,242523.48,Tarjeta de crédito,Completada
VT002783,2024-12-23,CL0493,PR016,AG004,AMBA,3,8526.04,0.0,25578.12,Transferencia,Completada
VT002784,2024-09-11,CL0250,PR022,AG001,AMBA,1,258685.5,0.0,258685.5,Transferencia,Completada
VT002785,2024-10-21,CL0098,PR026,AG002,AMBA,5,20997.97,0.05,104989.84,Tarjeta de crédito,Completada
VT002786,2023-08-04,CL0230,PR021,AG003,AMBA,2,177451.53,0.0,354903.06,Tarjeta de crédito,Completada
VT002787,2024-12-13,CL0428,PR019,AG001,AMBA,3,4567.25,0.0,13701.74,Cheque,Completada
VT002788,2023-06-27,CL0420,PR012,AG007,Centro,1,177505.53,0.0,177505.53,Cheque,Completada
VT002789,2024-12-10,CL0170,PR022,AG002,AMBA,1,253397.49,0.0,253397.49,Transferencia,Completada
VT002790,2024-12-30,CL0031,PR029,AG003,AMBA,2,3373.39,0.0,6746.78,Tarjeta de crédito,Completada
VT002791,2024-07-11,CL0255,PR001,AG012,Patagonia,1,458481.62,0.0,458481.62,Transferencia,Completada
VT002792,2024-12-23,CL0237,PR005,AG005,Centro,1,26190.59,0.0,26190.59,Transferencia,Completada
VT002793,2024-04-01,CL0050,PR005,AG004,AMBA,2,24731.84,0.0,49463.67,Transferencia,Completada
VT002794,2023-08-21,CL0397,PR029,AG008,NOA,3,3327.67,0.0,9983.01,Transferencia,Completada
VT002795,2023-12-18,CL0143,PR023,AG013,Cuyo,2,117254.54,0.0,234509.08,Transferencia,Completada
VT002796,2024-04-17,CL0324,PR030,AG001,AMBA,1,4616.15,0.0,4616.15,Tarjeta de crédito,Anulada
VT002797,2023-03-15,CL0058,PR020,AG004,AMBA,2,6040.52,0.0,12081.05,Transferencia,Completada
VT002798,2024-05-08,CL0432,PR018,AG006,Centro,10,2589.53,0.1,25895.35,Transferencia,Completada
VT002799,2024-12-23,CL0370,PR027,AG003,AMBA,2,8813.39,0.0,17626.78,Transferencia,Completada
VT002800,2023-06-21,CL0194,PR006,AG009,NOA,1,12000.03,0.0,12000.03,Transferencia,Completada
VT002801,2024-09-11,CL0317,PR016,AG015,AMBA,5,7728.57,0.05,38642.84,Tarjeta de crédito,Completada
VT002802,2024-11-19,CL0093,PR018,AG014,Cuyo,3,2821.68,0.0,8465.03,Cheque,Completada
VT002803,2024-12-05,CL0492,PR011,AG002,AMBA,3,118243.97,0.0,354731.9,Transferencia,Completada
VT002804,2024-12-13,CL0398,PR016,AG002,AMBA,2,8480.04,0.0,16960.07,Transferencia,Completada
VT002805,2024-02-21,CL0396,PR003,AG014,Cuyo,1,181114.1,0.0,181114.1,Transferencia,Completada
VT002806,2024-12-20,CL0080,PR007,AG004,AMBA,1,34467.62,0.0,34467.62,Tarjeta de crédito,Completada
VT002807,2024-08-15,CL0011,PR014,AG002,AMBA,1,76794.95,0.0,76794.95,Tarjeta de crédito,Completada
VT002808,2023-05-30,CL0295,PR027,AG008,NOA,10,7302.44,0.1,73024.4,Transferencia,Completada
VT002809,2024-01-11,CL0078,PR007,AG003,AMBA,1,35230.93,0.0,35230.93,Tarjeta de crédito,Completada
VT002810,2024-07-17,CL0391,PR015,AG002,AMBA,1,95025.97,0.0,95025.97,Transferencia,Completada
VT002811,2023-08-10,CL0206,PR003,AG012,Patagonia,2,179707.06,0.0,359414.12,Cheque,Completada
VT002812,2024-05-21,CL0171,PR019,AG002,AMBA,10,4066.55,0.1,40665.54,Tarjeta de crédito,Completada
VT002813,2024-06-10,CL0045,PR021,AG001,AMBA,1,188159.84,0.0,188159.84,Transferencia,Completada
VT002814,2023-05-30,CL0497,PR028,AG003,AMBA,1,12341.35,0.0,12341.35,Tarjeta de crédito,Completada
VT002815,2024-03-27,CL0477,PR027,AG006,Centro,3,8704.76,0.0,26114.28,Transferencia,Completada
VT002816,2024-08-27,CL0071,PR010,AG001,AMBA,1,17206.15,0.0,17206.15,Tarjeta de crédito,Completada
VT002817,2024-01-31,CL0168,PR005,AG005,Centro,1,25301.71,0.0,25301.71,Efectivo,Completada
VT002818,2023-01-12,CL0194,PR006,AG007,Centro,1,12567.65,0.0,12567.65,Cheque,Completada
VT002819,2023-01-10,CL0149,PR030,AG011,Patagonia,5,4183.7,0.05,20918.51,Tarjeta de crédito,Completada
VT002820,2023-11-02,CL0468,PR024,AG002,AMBA,1,46297.87,0.0,46297.87,Efectivo,Completada
VT002821,2024-11-28,CL0361,PR002,AG010,NEA,2,283181.87,0.0,566363.73,Transferencia,Completada
VT002822,2023-07-25,CL0477,PR005,AG002,AMBA,1,25902.47,0.0,25902.47,Cheque,Completada
VT002823,2024-05-16,CL0440,PR018,AG007,Centro,2,2771.64,0.0,5543.29,Transferencia,Completada
VT002824,2023-07-19,CL0377,PR008,AG004,AMBA,1,143240.59,0.0,143240.59,Transferencia,Completada
VT002825,2023-10-10,CL0349,PR027,AG001,AMBA,5,7823.51,0.05,39117.56,Cheque,Completada
VT002826,2024-10-17,CL0435,PR020,AG008,NOA,2,5948.7,0.0,11897.39,Cheque,Completada
VT002827,2024-07-25,CL0341,PR021,AG002,AMBA,1,172178.71,0.0,172178.71,Transferencia,Completada
VT002828,2023-04-04,CL0094,PR018,AG002,AMBA,2,2736.82,0.0,5473.64,Tarjeta de crédito,Completada
VT002829,2023-12-13,CL0326,PR009,AG003,AMBA,1,326132.91,0.0,326132.91,Tarjeta de crédito,Completada
VT002830,2023-01-31,CL0258,PR020,AG007,Centro,2,5799.86,0.0,11599.73,Tarjeta de crédito,Completada
VT002831,2024-01-16,CL0489,PR026,AG002,AMBA,5,19936.92,0.05,99684.62,Cheque,Completada
VT002832,2024-06-06,CL0255,PR016,AG002,AMBA,10,7792.98,0.1,77929.8,Transferencia,Anulada
VT002833,2023-04-24,CL0025,PR018,AG001,AMBA,2,2758.03,0.0,5516.06,Transferencia,Completada
VT002834,2023-09-14,CL0131,PR028,AG005,Centro,10,10928.35,0.1,109283.52,Transferencia,Anulada
VT002835,2023-11-27,CL0460,PR006,AG004,AMBA,1,12183.69,0.0,12183.69,Transferencia,Completada
VT002836,2024-11-25,CL0479,PR019,AG002,AMBA,3,4350.29,0.0,13050.86,Tarjeta de crédito,Completada
VT002837,2024-12-27,CL0364,PR015,AG001,AMBA,1,96779.45,0.0,96779.45,Tarjeta de crédito,Completada
VT002838,2023-02-16,CL0037,PR025,AG004,AMBA,2,27440.59,0.0,54881.18,Tarjeta de crédito,Completada
VT002839,2024-08-19,CL0015,PR001,AG010,NEA,1,472150.7,0.0,472150.7,Tarjeta de crédito,Completada
